Unnamed: 0,DISTRICT,BLOCK,PANCHAYAT,VILLAGE,LATITUDE,LONGITUDE,PH,P,K,CA,MG
2796,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.508701,76.6751,6.29,51.54999999999991,572.32,143.47,8.19999999999999
2797,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.507296,76.6764069999999,5.41,43.60999999999991,215.939999999999,137.3,1.5
2798,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.513576,76.67349299999991,6.88,11.88,144.139999999999,155.81,12.3
2799,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.528587,76.651826,5.73,11.88,50.96,131.13,1.4
2800,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49034,76.6805499999999,5.46,17.17,150.189999999999,208.27,3.2
2801,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.48992,76.68313999999991,6.33,33.0399999999999,242.699999999999,152.73,5.6
2802,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49142999999999,76.6809999999999,6.15,17.17,156.8,131.13,3.4
2803,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.4931,76.68115,5.75,64.76999999999991,288.18,158.9,9.4
2804,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49572,76.68065,5.37,64.76999999999991,179.759999999999,245.31,10.3
2805,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.496,76.68065,6.11,22.46,268.019999999999,223.7,8.69999999999999
2806,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49647,76.68053,6.14,59.47999999999991,75.59999999999991,266.91,3.5
2807,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.48645999999999,76.6775099999999,6.58,30.39,313.259999999999,131.13,14.1999999999999
2808,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.528297,76.64783199999991,6.23,17.17,119.84,257.65,10.9
2809,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.52685299999999,76.646236,5.1,17.17,202.159999999999,282.34,9.69999999999999
2810,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.525154,76.6469359999999,6.24,19.8099999999999,304.189999999999,214.45,8.3
2811,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.523186,76.6464909999999,5.66,51.54999999999991,238.9,257.65,12.4
2812,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.521789,76.64423499999991,6.68,14.5299999999999,330.06,143.47,6.9
2813,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.48997999999999,76.65649999999991,5.5,43.60999999999991,168.34,140.38,5.4
2814,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.48987999999999,76.65694999999991,6.29,43.60999999999991,232.849999999999,189.76,8.9
2815,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49001,76.65764,6.19,99.14,280.449999999999,158.9,13.4
2816,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.48775,76.65719,6.34,17.17,199.58,208.27,11.9
2817,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49058999999999,76.6577,5.79,11.88,283.019999999999,285.42,2.4
2818,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49046,76.6505099999999,6.48,1.3,158.03,146.56,8.3
2819,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49047,76.6505099999999,6.12,1.3,138.77,245.31,10.3
2820,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.520428,76.643507,5.58,17.17,151.419999999999,202.1,1.9
2821,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49025999999999,76.64763,6.19,51.54999999999991,216.5,134.21,1.4
2822,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.49155,76.64485,7.23,27.75,116.14,171.24,2.3
2823,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.510235,76.65052,5.87,67.4099999999999,193.65,186.67,10.9
2824,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51199833299999,76.6498083299999,5.77,96.5,476.56,242.22,11.4
2825,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.511523333,76.64833,6.69,11.88,337.569999999999,13.86,6.4
2826,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51049333299999,76.6452616699999,5.24,35.68,262.98,10.78,2.1
2827,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.509581667,76.64435167,5.8,3.95,294.67,16.95,4.8
2828,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.518955,76.64287799999991,5.28,9.24,120.959999999999,78.67,3.6
2829,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.50932,76.64950666999991,5.83,25.1,178.979999999999,13.86,7.3
2830,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.507089444,76.64970667,4.9,93.84999999999992,99.01,13.86,5.0
2831,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.507644722,76.647675,4.59,17.17,69.78,44.72,1.1
2832,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.517063,76.6627069999999,5.67,38.32,225.229999999999,7.69,6.4
2833,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51563,76.662001,5.7,107.079999999999,136.53,16.95,3.6
2834,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.515032,76.660359,5.72,14.5299999999999,68.6599999999999,10.78,5.2
2835,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.513024,76.65978099999991,6.61,125.59,154.78,7.69,10.6
2838,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.515886,76.64086,5.76,93.84999999999992,244.83,13.86,14.8
2840,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.526414,76.645902,6.77,51.54999999999991,83.5499999999999,29.29,14.3
2841,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.524805,76.6472389999999,5.8,11.88,73.7,97.18,6.9
2842,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.525407,76.6490239999999,6.44,27.75,100.799999999999,26.21,3.5
2843,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.523838,76.649967,6.52,19.8099999999999,36.50999999999991,7.69,12.1999999999999
2844,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.524284,76.651891,6.42,125.59,68.98999999999991,20.03,5.1
2845,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.523438,76.653523,5.81,6.59,193.65,4.6,15.0
2846,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.521693,76.654701,5.89,35.68,185.81,26.21,3.1
2847,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.520287,76.65643199999991,5.74,96.5,137.539999999999,57.06,6.2
2848,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.518414,76.656681,6.05,101.79,144.59,38.55,21.5
2849,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.513423,76.674588,6.77,96.5,69.09999999999991,20.03,20.3
2850,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51782,76.64579999999991,6.82,11.88,102.14,16.95,21.0
2851,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51678,76.6441099999999,4.68,109.719999999999,219.74,66.32,11.1999999999999
2852,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51723999999999,76.64237,5.48,54.18999999999991,323.569999999999,32.38,12.6999999999999
2853,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51713999999999,76.6425399999999,5.88,6.59,179.979999999999,72.49,3.1
2854,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51839,76.64386,6.15,33.0399999999999,201.819999999999,7.69,4.5
2855,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51837,76.6438399999999,6.48,1.3,57.89999999999991,13.86,6.2
2858,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51352,76.6449,5.29,3.95,68.43,29.29,4.1
2859,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51910299999999,76.658163,6.76,25.1,118.939999999999,63.24,3.6
2860,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51218,76.64744,6.64,3.95,190.4,97.18,3.3
2862,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.51929,76.64463999999991,6.26,96.5,223.78,1.52,8.6
2863,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.516999,76.64472999999991,6.74,77.98999999999991,530.99,13.86,15.8
2864,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.505553,76.657611,5.6,18.07,421.459999999999,1147.25,398.079999999999
2865,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.497368,76.653733,5.5,19.8,194.539999999999,619.75,159.25
2866,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.497025,76.65301499999991,5.8,13.1199999999999,439.93999999999903,86.4,264.029999999999
2867,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.513896,76.6634049999999,4.9,8.91,279.439999999999,501.35,201.53
2868,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.48868,76.67928999999991,4.5,6.44,181.889999999999,273.95,154.479999999999
2869,Kottayam,Vazhoor,Nedumkunnam,Nedumkunnam,9.50805,76.6722,5.3,11.88,340.48,1112.0,129.699999999999
2870,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4818,76.7073,6.1,10.08,22.5799999999999,1017.35,386.8
2871,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4808,76.7073,5.9,42.56,95.3299999999999,1488.1,397.449999999999
2872,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4808,76.70749999999991,7.2,98.56,220.77,1035.38,415.949999999999
2873,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51601,76.730292,6.8,126.56,283.49,1168.2,379.949999999999
2874,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4802,76.70749999999991,5.4,146.96,329.189999999999,607.7,356.18
2875,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.48039999999999,76.7077,5.7,73.92,165.58,1071.65,375.73
2876,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.47969999999999,76.7070999999999,5.6,54.88,122.93,1008.65,385.579999999999
2877,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4795,76.7066999999999,5.1,125.439999999999,280.99,644.3,405.2799999999991
2878,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.47979999999999,76.7086,5.8,20.16,45.159999999999904,1048.95,367.199999999999
2879,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.512897,76.73245799999991,5.3,28.0,62.71999999999991,1002.7,338.05
2880,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.47969999999999,76.70699999999991,4.5,11.1999999999999,25.09,153.15,311.6
2881,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4783,76.7061,5.3,42.56,95.3299999999999,1118.3,402.829999999999
2882,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4786,76.70569999999991,6.0,36.96,82.79,1072.8,381.6499999999991
2883,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4791,76.7052,4.4,8.96,20.07,70.35,375.579999999999
2884,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4794,76.7047,4.9,49.28,110.39,398.95,354.23
2885,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4792,76.7049999999999,4.8,129.919999999999,291.019999999999,354.3,361.98
2886,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.48739999999999,76.7275,5.6,144.639999999999,323.99,1066.4,389.75
2887,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4822,76.7022,5.4,122.079999999999,273.459999999999,901.15,402.199999999999
2888,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4824,76.7022,6.1,112.0,250.879999999999,1026.3,406.6499999999991
2889,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4997,76.7256,5.7,54.88,122.93,796.15,406.079999999999
2890,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.499,76.7252,5.6,141.12,316.11,1049.45,400.0299999999991
2891,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49949999999999,76.72539999999991,5.4,17.92,40.14,1068.25,380.8999999999991
2892,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49949999999999,76.7236,6.0,105.28,235.83,1058.1,353.0
2893,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4983,76.7214,5.3,7.84,17.5599999999999,262.55,360.5299999999991
2895,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4979,76.7211,4.8,68.31999999999991,153.039999999999,189.65,388.0299999999991
2896,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.497,76.7215,5.7,115.359999999999,258.41,1021.4,398.079999999999
2897,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4967,76.7216999999999,4.9,132.159999999999,296.04,553.75,250.53
2898,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49649999999999,76.7216999999999,4.5,29.12,65.23,32.95,218.629999999999
2899,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4962,76.72199999999991,4.9,15.68,35.1199999999999,546.2,278.029999999999
2900,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49579999999999,76.7222,5.0,21.28,47.67,169.85,301.3
2901,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4955,76.7223,4.4,80.64,180.629999999999,93.7,358.199999999999
2902,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49339999999999,76.7219,5.8,67.2,150.53,1092.1,392.43
2903,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49349999999999,76.72119999999991,6.1,82.87999999999991,185.65,1094.6,282.48
2904,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4941,76.7211,4.7,29.12,65.23,214.95,317.48
2905,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4946,76.7198,5.8,23.3,224.34,391.55,225.08
2906,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4948,76.71989999999991,5.5,27.1099999999999,317.86,299.2,233.33
2907,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.496,76.7194999999999,5.5,27.3999999999999,232.289999999999,802.7,140.4
2908,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4959,76.71939999999991,5.7,59.06,279.439999999999,303.7,205.449999999999
2909,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49729999999999,76.7188,5.0,24.77,171.469999999999,115.15,220.25
2910,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4998,76.7175,6.4,42.93999999999991,71.01,568.6,189.25
2911,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4956,76.718,5.2,44.7,108.98,715.35,187.259999999999
2912,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5006,76.7179,4.6,13.63,62.60999999999991,80.45,150.65
2913,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5008,76.7182999999999,4.5,30.0399999999999,141.46,997.7,147.599999999999
2914,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5009,76.7182999999999,4.8,13.33,99.23,115.7,220.37
2915,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5021,76.7189,4.1,31.51,88.03,99.9,250.37
2916,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5014,76.7190999999999,4.7,129.12,280.67,892.8,249.55
2917,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5021,76.7188,4.2,22.71,105.73,135.9,240.25
2918,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5025,76.7196,6.2,39.13,57.34,355.05,200.37
2919,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50329999999999,76.71989999999991,5.7,79.87999999999991,131.379999999999,748.65,245.129999999999
2920,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5038,76.7196,6.0,37.36999999999991,329.41,572.95,198.659999999999
2921,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5046,76.7193,5.8,17.44,185.25,997.7,187.55
2922,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5051,76.7192,6.3,160.49,204.96,799.35,205.25
2923,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5052,76.7194999999999,6.2,49.39,332.75,596.15,268.25
2924,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51355399999999,76.737324,4.7,153.74,106.62,499.05,245.25
2925,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5067,76.7194999999999,5.0,32.39,137.759999999999,107.3,166.36
2926,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5074,76.7193,5.6,124.73,240.02,586.75,154.479999999999
2927,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5088,76.7185,4.6,46.75,178.86,379.65,147.59
2928,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5113,76.7175,6.5,18.32,279.439999999999,682.6,155.659999999999
2929,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.513331,76.741331,6.8,11.2799999999999,210.9,700.2,157.25
2930,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51709999999999,76.73789999999991,6.5,81.64,180.319999999999,845.75,122.349999999999
2931,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51157899999999,76.743976,6.6,8.64,221.87,586.7,220.25
2932,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5165,76.7366999999999,5.7,5.32,108.98,127.55,246.349999999999
2934,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5174,76.7348,6.5,19.78,190.849999999999,764.55,266.55
2935,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5181,76.73399999999991,6.2,143.78,264.54,910.0,255.36
2936,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.518,76.73399999999991,6.0,56.71999999999991,250.659999999999,560.45,209.25
2937,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51789999999999,76.7335,5.4,20.66,104.049999999999,600.2,204.58
2938,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.509607,76.736236,6.2,10.6999999999999,263.79,547.8,221.55
2939,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51789999999999,76.733,6.3,2.14,113.23,502.2,220.37
2940,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.518,76.7318,5.6,40.00999999999991,48.60999999999991,186.7,278.649999999999
2941,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5185,76.7321,6.4,54.96,256.48,548.55,204.569999999999
2942,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.510721,76.73317,6.4,16.85,156.689999999999,626.4,198.55
2943,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.512878,76.729217,6.3,133.52,199.02,573.6,225.659999999999
2944,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.516,76.7319999999999,6.6,25.6499999999999,133.389999999999,777.55,180.55
2945,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5168,76.7323999999999,5.8,13.63,206.08,227.45,255.449999999999
2946,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51549999999999,76.7338,6.2,1.61,339.579999999999,545.8,214.659999999999
2947,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5151,76.73359999999991,5.6,46.75,56.78,85.75,380.25
2948,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5142,76.7326,6.4,137.33,300.939999999999,502.25,155.479999999999
2950,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5035,76.7383999999999,5.2,104.5,120.51,252.0,258.35
2951,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50329999999999,76.73829999999991,5.5,13.92,151.419999999999,607.25,246.25
2952,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.515396,76.729826,6.1,30.34,173.939999999999,853.8,189.25
2953,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.513768,76.72843,6.1,62.85999999999991,535.58,1109.75,439.3
2954,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.511373,76.7280889999999,5.5,8.74,428.85,819.7,435.1
2955,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.503,76.7398,5.8,25.2899999999999,173.15,893.35,383.23
2956,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49869999999999,76.7416,6.0,51.75,369.1499999999991,685.55,444.3999999999991
2957,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4984,76.7421999999999,5.9,65.93,222.879999999999,648.1,438.3999999999991
2958,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.51099999999999,76.7366999999999,5.7,18.67,149.52,356.3,400.329999999999
2959,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.509382,76.731564,5.1,13.47,136.3,118.4,405.3999999999991
2960,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5092,76.7356,5.6,15.83,382.37,269.9,445.3
2961,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50791,76.7348539999999,4.9,64.51999999999991,80.1899999999999,269.9,377.829999999999
2962,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.509,76.736,6.2,90.98,441.2799999999991,172.2,448.8999999999991
2963,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50789999999999,76.73739999999991,6.2,23.6299999999999,641.7599999999991,874.25,447.37999999999903
2964,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5081,76.73779999999991,4.6,102.799999999999,168.219999999999,1158.9,382.329999999999
2965,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5077,76.7389,5.1,132.099999999999,185.25,629.35,399.12999999999903
2966,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50719999999999,76.7383999999999,6.8,57.43,385.5,494.4,469.87999999999903
2967,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4936,76.7445,6.3,23.87,323.339999999999,974.55,418.0
2968,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.505445,76.737834,5.8,124.299999999999,252.219999999999,1182.1,430.8999999999991
2970,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4951,76.7473999999999,6.8,63.32999999999991,644.8999999999991,1109.35,444.1
2971,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4931,76.7460999999999,5.7,46.07999999999991,198.349999999999,756.2,402.3999999999991
2972,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49499999999999,76.7464999999999,4.9,113.43,128.24,936.45,412.6
2973,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4979,76.7467,4.6,11.82,114.019999999999,507.35,378.43
2975,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.500737,76.7456389999999,4.6,41.59,224.56,627.35,406.0
2976,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5002,76.74859999999991,4.9,13.23,222.659999999999,329.55,397.62999999999903
2977,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.505977,76.74606199999991,5.9,28.59,267.79,874.8,436.6
2978,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5042,76.7473999999999,5.0,83.42,628.429999999999,1176.4,420.3999999999991
2979,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4982,76.7501,4.5,17.96,171.58,789.5,397.93
2980,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50295099999999,76.7491109999999,4.8,22.21,150.639999999999,537.2,381.12999999999903
2981,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.499715,76.749362,5.6,78.2199999999999,89.48999999999991,411.65,419.8
2982,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5,76.7438999999999,4.4,51.28,117.939999999999,494.85,376.93
2983,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4932,76.7455,4.5,12.52,70.34,127.45,386.829999999999
2984,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.496494,76.749903,5.8,102.09,245.169999999999,902.15,403.0
2985,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5024,76.7383999999999,5.4,28.12,280.22,992.7,417.699999999999
2986,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5022,76.74089999999991,6.3,11.1099999999999,343.73,1180.0,418.3
2987,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5004,76.74089999999991,6.0,31.43,250.21,806.35,425.199999999999
2989,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4989,76.7411,5.8,27.41,311.019999999999,975.35,428.8
2990,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49489999999999,76.7447999999999,4.9,40.64999999999991,348.99,929.4,421.8999999999991
2991,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50109999999999,76.7396999999999,5.7,142.259999999999,334.1,714.75,422.199999999999
2992,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5001,76.73959999999991,6.2,45.60999999999991,275.629999999999,801.15,426.3999999999991
2993,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4999,76.73999999999991,5.7,94.76,350.22,777.1,460.2799999999991
2994,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5006,76.7396999999999,5.4,37.34,621.3799999999991,1056.8,437.8
2995,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4993,76.7399,4.6,83.6599999999999,417.0899999999991,781.2,365.829999999999
2996,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4968,76.7411,6.3,73.73,380.35,656.65,409.8999999999991
2997,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4975,76.73999999999991,5.4,34.74,318.3,529.35,365.23
2998,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49719999999999,76.73909999999991,4.5,149.83,247.409999999999,340.45,360.43
2999,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4974,76.7395,6.1,143.46,279.439999999999,615.65,302.55
3000,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49799999999999,76.73829999999991,4.9,22.4499999999999,86.34999999999991,257.5,320.649999999999
3001,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5029,76.7198,5.7,63.32999999999991,210.0,881.35,306.699999999999
3003,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5014,76.7364,4.7,51.04999999999991,261.629999999999,267.25,327.5
3005,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.50259999999999,76.7339,4.8,104.93,85.45999999999991,74.3,422.2799999999991
3006,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4694,76.7252,4.9,113.67,169.229999999999,440.3,306.949999999999
3008,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4784,76.7280999999999,4.1,23.87,379.009999999999,295.35,360.73
3009,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5035,76.7366999999999,4.6,14.65,261.97,355.3,358.379999999999
3010,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.495132,76.750207,5.9,16.78,176.289999999999,1034.5,350.73
3011,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.49611,76.7465789999999,4.8,34.27,240.349999999999,372.6,348.1
3012,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.502079,76.73542899999991,4.6,34.74,279.439999999999,368.65,325.55
3013,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.5063,76.7291,4.9,38.04999999999991,143.58,252.65,309.399999999999
3014,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.502451,76.731942,5.8,24.8099999999999,562.46,883.7,365.25
3015,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4922,76.7425,4.8,54.35,142.689999999999,817.95,351.029999999999
3016,Kottayam,Vazhoor,Vellavoor,Vellavoor,9.4819,76.73359999999991,5.0,72.79,130.699999999999,631.9,355.279999999999
